   1.00000000       1.00000000    
   1.00014997       1.00999928    
   1.00059998       1.01999462    
   1.00135005       1.02998197    
   1.00240004       1.03995728    
   1.00374997       1.04991674    
   1.00539994       1.05985606    
   1.00734997       1.06977153    
   1.00960004       1.07965910    
   1.01215005       1.08951473    
   1.01499999       1.09933472    
   1.01814997       1.10911477    
   1.02160001       1.11885130    
   1.02534997       1.12854028    
   1.02939999       1.13817787    
   1.03375006       1.14776015    
   1.03840005       1.15728331    
   1.04334998       1.16674352    
   1.04859996       1.17613709    
   1.05414999       1.18546021    
   1.05999994       1.19470918    
   1.06614995       1.20388019    
   1.07260001       1.21296978    
   1.07934999       1.22197402    
   1.08640003       1.23088956    
   1.09375000       1.23971272    
   1.10140002       1.24844003    
   1.10934997       1.25706792    
   1.11759996       1.26559305    
   1.12615001       1.27401197    
   1.13499999       1.28232121    
   1.14415002       1.29051757    
   1.15359998       1.29859769    
   1.16334999       1.30655837    
   1.17340004       1.31439650    
   1.18375003       1.32210886    
   1.19439995       1.32969236    
   1.20535004       1.33714390    
   1.21659994       1.34446073    
   1.22815001       1.35163975    
   1.24000001       1.35867810    
   1.25215006       1.36557293    
   1.26460004       1.37232161    
   1.27734995       1.37892127    
   1.29040003       1.38536942    
   1.30375004       1.39166343    
   1.31739998       1.39780080    
   1.33134997       1.40377903    
   1.34560001       1.40959573    
   1.36014998       1.41524863    
   1.37500000       1.42073548    
   1.39014995       1.42605400    
   1.40559995       1.43120217    
   1.42135000       1.43617773    
   1.43739986       1.44097888    
   1.45375001       1.44560373    
   1.47039998       1.45005023    
   1.48734999       1.45431674    
   1.50459993       1.45840156    
   1.52215004       1.46230292    
   1.53999996       1.46601951    
   1.55815005       1.46954966    
   1.57660007       1.47289205    
   1.59535003       1.47604513    
   1.61439991       1.47900796    
   1.63374996       1.48177910    
   1.65339994       1.48435760    
   1.67334986       1.48674226    
   1.69360006       1.48893237    
   1.71414995       1.49092674    
   1.73499990       1.49272490    
   1.75615001       1.49432588    
   1.77759993       1.49572921    
   1.79934990       1.49693418    
   1.82140005       1.49794042    
   1.84375000       1.49874747    
   1.86640000       1.49935508    
   1.88934994       1.49976289    
   1.91259992       1.49997091    
   1.93614984       1.49997878    
   1.95999992       1.49978685    
   1.98414993       1.49939489    
   2.00860000       1.49880314    
   2.03334999       1.49801207    
   2.05839992       1.49702168    
   2.08375001       1.49583244    
   2.10939980       1.49444485    
   2.13534999       1.49285960    
   2.16160011       1.49107718    
   2.18814993       1.48909831    
   2.21499991       1.48692381    
   2.24214983       1.48455453    
   2.26959991       1.48199153    
   2.29734993       1.47923565    
   2.32539988       1.47628808    
   2.35374999       1.47315001    
   2.38240004       1.46982276    
   2.41135001       1.46630752    
   2.44059992       1.46260571    
   2.47014999       1.45871902    
   2.50000000       1.45464873    
